Order ID,Order Date,Ship Date,Ship Mode,Customer Name,Segment,City,State,Region,Product ID,Sub-Category,Product Name,Sales,Quantity,Notmalized Quantity,Discount,Profit,Order Ship Difference,Order Year,Order Month,Ord_Month_Name,Unit Price,Price Category,Profit Ratio,Profit Ratio Category,Unit Profit Ratio,Quarter,Year-Quarter
US-2015-103996,3/29/2015,3/31/2015,Second Class,Richard Bierner,Consumer,San Diego,California,West,FUR-FU-10004586,Furnishings,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,19.92,3,0.214285714,0,9.5616,2,2015,3,Mar,6.64,Low Price,0.48,Medium Profit,0.16,Q1,2015 Q1
CA-2016-120530,4/7/2016,4/12/2016,Standard Class,Dorris liebe,Corporate,New York City,New York,East,FUR-CH-10000454,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",658.746,3,0.214285714,0.1,146.388,5,2016,4,Apr,219.582,High Price,0.222222222,Medium Profit,0.074074074,Q2,2016 Q2
CA-2015-105725,2/18/2015,2/24/2015,Standard Class,Guy Thornton,Consumer,Long Beach,California,West,FUR-TA-10001676,Tables,Hon 61000 Series Interactive Training Tables,35.544,1,0.071428571,0.2,-0.8886,6,2015,2,Feb,35.544,Low Price,-0.025,Loss,-0.025,Q1,2015 Q1
CA-2016-120005,3/3/2016,3/3/2016,Same Day,Theresa Swint,Corporate,San Francisco,California,West,FUR-FU-10000672,Furnishings,"Executive Impressions 10"" Spectator Wall Clock",35.28,3,0.214285714,0,11.9952,0,2016,3,Mar,11.76,Low Price,0.34,Medium Profit,0.113333333,Q1,2016 Q1
CA-2017-103499,11/20/2017,11/24/2017,Standard Class,Erica Smith,Consumer,Jackson,Tennessee,South,FUR-CH-10001482,Chairs,Office Star - Mesh Screen back chair with Vinyl seat,209.568,2,0.142857143,0.2,-23.5764,4,2017,11,Nov,104.784,Medium Price,-0.1125,Loss,-0.05625,Q4,2017 Q4
CA-2017-119746,11/23/2017,11/27/2017,Standard Class,Christopher Martinez,Consumer,Chicago,Illinois,Central,FUR-FU-10004909,Furnishings,Contemporary Wood/Metal Frame,6.464,1,0.071428571,0.6,-4.04,4,2017,11,Nov,6.464,Low Price,-0.625,Loss,-0.625,Q4,2017 Q4
CA-2014-150301,7/8/2014,7/10/2014,First Class,Michelle Huthwaite,Consumer,Buffalo,New York,East,FUR-CH-10002647,Chairs,"Situations Contoured Folding Chairs, 4/Set",63.882,1,0.071428571,0.1,10.647,2,2014,7,Jul,63.882,Low Price,0.166666667,Low Profit,0.166666667,Q3,2014 Q3
CA-2014-159310,11/7/2014,11/12/2014,Standard Class,Steven Cartwright,Consumer,Houston,Texas,Central,FUR-CH-10002758,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back",683.144,4,0.285714286,0.3,0,5,2014,11,Nov,170.786,Medium Price,0,Loss,0,Q4,2014 Q4
CA-2015-104346,12/11/2015,12/16/2015,Standard Class,Irene Maddox,Consumer,Colorado Springs,Colorado,West,FUR-BO-10003450,Bookcases,"Bush Westfield Collection Bookcases, Dark Cherry Finish",69.576,4,0.285714286,0.7,-143.7904,5,2015,12,Dec,17.394,Low Price,-2.066666667,Loss,-0.516666667,Q4,2015 Q4
CA-2015-104346,12/11/2015,12/16/2015,Standard Class,Irene Maddox,Consumer,Colorado Springs,Colorado,West,FUR-FU-10002456,Furnishings,"Master Caster Door Stop, Large Neon Orange",52.416,9,0.642857143,0.2,15.0696,5,2015,12,Dec,5.824,Low Price,0.2875,Medium Profit,0.031944444,Q4,2015 Q4
CA-2015-104346,12/11/2015,12/16/2015,Standard Class,Irene Maddox,Consumer,Colorado Springs,Colorado,West,FUR-FU-10001473,Furnishings,DAX Wood Document Frame,54.92,5,0.357142857,0.2,10.984,5,2015,12,Dec,10.984,Low Price,0.2,Low Profit,0.04,Q4,2015 Q4
CA-2015-104346,12/11/2015,12/16/2015,Standard Class,Irene Maddox,Consumer,Colorado Springs,Colorado,West,FUR-TA-10000849,Tables,Bevis Rectangular Conference Tables,364.95,5,0.357142857,0.5,-248.166,5,2015,12,Dec,72.99,Low Price,-0.68,Loss,-0.136,Q4,2015 Q4
CA-2015-144722,3/16/2015,3/23/2015,Standard Class,Monica Federle,Corporate,Los Angeles,California,West,FUR-FU-10001215,Furnishings,"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",43.13,1,0.071428571,0,18.1146,7,2015,3,Mar,43.13,Low Price,0.42,Medium Profit,0.42,Q1,2015 Q1
US-2016-148901,5/14/2016,5/19/2016,Standard Class,Michael Kennedy,Corporate,Jacksonville,Florida,South,FUR-FU-10002396,Furnishings,"DAX Copper Panel Document Frame, 5 x 7 Size",30.192,3,0.214285714,0.2,8.3028,5,2016,5,May,10.064,Low Price,0.275,Medium Profit,0.091666667,Q2,2016 Q2
CA-2017-136364,7/13/2017,7/17/2017,Second Class,Mark Hamilton,Consumer,Philadelphia,Pennsylvania,East,FUR-FU-10002501,Furnishings,Nu-Dell Executive Frame,91.008,9,0.642857143,0.2,19.3392,4,2017,7,Jul,10.112,Low Price,0.2125,Medium Profit,0.023611111,Q3,2017 Q3
CA-2016-121370,11/14/2016,11/19/2016,Second Class,Eugene Barchas,Consumer,Philadelphia,Pennsylvania,East,FUR-CH-10000785,Chairs,Global Ergonomic Managers Chair,380.058,3,0.214285714,0.3,-21.7176,5,2016,11,Nov,126.686,Medium Price,-0.057142857,Loss,-0.019047619,Q4,2016 Q4
CA-2016-121370,11/14/2016,11/19/2016,Second Class,Eugene Barchas,Consumer,Philadelphia,Pennsylvania,East,FUR-FU-10002813,Furnishings,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",48.576,3,0.214285714,0.2,9.7152,5,2016,11,Nov,16.192,Low Price,0.2,Low Profit,0.066666667,Q4,2016 Q4
CA-2016-140018,11/21/2016,11/26/2016,Standard Class,Chloris Kastensmidt,Consumer,Columbus,Ohio,East,FUR-CH-10003817,Chairs,"Global Value Steno Chair, Gray",127.554,3,0.214285714,0.3,-9.111,5,2016,11,Nov,42.518,Low Price,-0.071428571,Loss,-0.023809524,Q4,2016 Q4
CA-2016-140018,11/21/2016,11/26/2016,Standard Class,Chloris Kastensmidt,Consumer,Columbus,Ohio,East,FUR-FU-10001876,Furnishings,"Computer Room Manger, 14""",77.952,3,0.214285714,0.2,15.5904,5,2016,11,Nov,25.984,Low Price,0.2,Low Profit,0.066666667,Q4,2016 Q4
CA-2017-154123,11/20/2017,11/25/2017,Standard Class,Sample Company A,Home Office,Henderson,Kentucky,South,FUR-FU-10000629,Furnishings,9-3/4 Diameter Round Wall Clock,27.58,2,0.142857143,0,11.5836,5,2017,11,Nov,13.79,Low Price,0.42,Medium Profit,0.21,Q4,2017 Q4
CA-2014-107818,9/8/2014,9/14/2014,Standard Class,Marc Crier,Consumer,Pasco,Washington,West,FUR-CH-10000454,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",975.92,5,0.357142857,0.2,121.99,6,2014,9,Sep,195.184,Medium Price,0.125,Low Profit,0.025,Q3,2014 Q3
CA-2014-113320,12/12/2014,12/15/2014,Second Class,Logan Haushalter,Consumer,Oakland,California,West,FUR-FU-10004270,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",12.54,3,0.214285714,0,4.5144,3,2014,12,Dec,4.18,Low Price,0.36,Medium Profit,0.12,Q4,2014 Q4
CA-2014-113320,12/12/2014,12/15/2014,Second Class,Logan Haushalter,Consumer,Oakland,California,West,FUR-FU-10001706,Furnishings,Longer-Life Soft White Bulbs,9.24,3,0.214285714,0,4.4352,3,2014,12,Dec,3.08,Low Price,0.48,Medium Profit,0.16,Q4,2014 Q4
CA-2015-137526,1/13/2015,1/17/2015,Standard Class,Philip Brown,Consumer,Los Angeles,California,West,FUR-FU-10001861,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",77.6,4,0.285714286,0,38.024,4,2015,1,Jan,19.4,Low Price,0.49,Medium Profit,0.1225,Q1,2015 Q1
CA-2015-137526,1/13/2015,1/17/2015,Standard Class,Philip Brown,Consumer,Los Angeles,California,West,FUR-FU-10004845,Furnishings,"Deflect-o EconoMat Nonstudded, No Bevel Mat",464.85,9,0.642857143,0,92.97,4,2015,1,Jan,51.65,Low Price,0.2,Low Profit,0.022222222,Q1,2015 Q1
CA-2017-122490,11/13/2017,11/18/2017,Standard Class,Ted Trevino,Consumer,Seattle,Washington,West,FUR-CH-10001215,Chairs,Global Troy Executive Leather Low-Back Tilter,2404.704,6,0.428571429,0.2,150.294,5,2017,11,Nov,400.784,High Price,0.0625,Low Profit,0.010416667,Q4,2017 Q4
CA-2017-143567,11/2/2017,11/5/2017,Second Class,Thomas Boland,Corporate,Henderson,Kentucky,South,FUR-CH-10000454,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",975.92,4,0.285714286,0,292.776,3,2017,11,Nov,243.98,High Price,0.3,Medium Profit,0.075,Q4,2017 Q4
CA-2016-163167,11/28/2016,12/1/2016,Second Class,Randy Ferguson,Corporate,Marietta,Georgia,South,FUR-CH-10004477,Chairs,"Global Push Button Manager's Chair, Indigo",182.67,3,0.214285714,0,52.9743,3,2016,11,Nov,60.89,Low Price,0.29,Medium Profit,0.096666667,Q4,2016 Q4
US-2014-122021,10/15/2014,10/17/2014,First Class,Anna Chung,Consumer,Parma,Ohio,East,FUR-CH-10003761,Chairs,Global Italian Leather Office Chair,183.372,2,0.142857143,0.3,-7.8588,2,2014,10,Oct,91.686,Low Price,-0.042857143,Loss,-0.021428571,Q4,2014 Q4
US-2014-161613,12/1/2014,12/3/2014,Second Class,Matt Connell,Corporate,Houston,Texas,Central,FUR-CH-10003746,Chairs,Hon 4070 Series Pagoda Round Back Stacking Chairs,674.058,3,0.214285714,0.3,-19.2588,2,2014,12,Dec,224.686,High Price,-0.028571429,Loss,-0.00952381,Q4,2014 Q4
CA-2017-163125,10/9/2017,10/11/2017,Second Class,Maria Bertelson,Consumer,League City,Texas,Central,FUR-CH-10001802,Chairs,Hon Every-Day Chair Series Swivel Task Chairs,254.058,3,0.214285714,0.3,-32.6646,2,2017,10,Oct,84.686,Low Price,-0.128571429,Loss,-0.042857143,Q4,2017 Q4
CA-2016-160304,1/2/2016,1/7/2016,Standard Class,Brendan Murry,Corporate,Gaithersburg,Maryland,East,FUR-BO-10004709,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",173.94,3,0.214285714,0,38.2668,5,2016,1,Jan,57.98,Low Price,0.22,Medium Profit,0.073333333,Q1,2016 Q1
CA-2017-117653,10/19/2017,10/23/2017,Standard Class,Mary O'Rourke,Consumer,Chicago,Illinois,Central,FUR-TA-10003008,Tables,"Lesro Round Back Collection Coffee Table, End Table",91.275,1,0.071428571,0.5,-67.5435,4,2017,10,Oct,91.275,Low Price,-0.74,Loss,-0.74,Q4,2017 Q4
CA-2017-143245,12/1/2017,12/6/2017,Standard Class,Alan Dominguez,Home Office,Fairfield,Connecticut,East,FUR-CH-10000155,Chairs,Global Comet Stacking Armless Chair,897.15,3,0.214285714,0,251.202,5,2017,12,Dec,299.05,High Price,0.28,Medium Profit,0.093333333,Q4,2017 Q4
CA-2014-157147,1/13/2014,1/18/2014,Standard Class,Brian Dahlen,Consumer,San Francisco,California,West,FUR-BO-10003034,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",333.999,3,0.214285714,0.15,3.9294,5,2014,1,Jan,111.333,Medium Price,0.011764706,Low Profit,0.003921569,Q1,2014 Q1
CA-2015-156482,2/6/2015,2/13/2015,Standard Class,Ivan Liston,Consumer,Wilmington,Delaware,East,FUR-CH-10001708,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,1268.82,9,0.642857143,0,266.4522,7,2015,2,Feb,140.98,Medium Price,0.21,Medium Profit,0.023333333,Q1,2015 Q1
CA-2015-156482,2/6/2015,2/13/2015,Standard Class,Ivan Liston,Consumer,Wilmington,Delaware,East,FUR-BO-10002598,Bookcases,"Hon Metal Bookcases, Putty",283.92,4,0.285714286,0,82.3368,7,2015,2,Feb,70.98,Low Price,0.29,Medium Profit,0.0725,Q1,2015 Q1
CA-2017-107125,11/27/2017,12/2/2017,Standard Class,Bill Donatelli,Consumer,Los Angeles,California,West,FUR-FU-10000732,Furnishings,Eldon 200 Class Desk Accessories,18.84,3,0.214285714,0,6.0288,5,2017,11,Nov,6.28,Low Price,0.32,Medium Profit,0.106666667,Q4,2017 Q4
CA-2014-160262,6/9/2014,6/13/2014,Second Class,Thomas Seio,Corporate,North Las Vegas,Nevada,West,FUR-FU-10002685,Furnishings,"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",37.4,2,0.142857143,0,14.212,4,2014,6,Jun,18.7,Low Price,0.38,Medium Profit,0.19,Q2,2014 Q2
CA-2014-156587,3/7/2014,3/8/2014,First Class,Aaron Bergman,Consumer,Seattle,Washington,West,FUR-CH-10004477,Chairs,"Global Push Button Manager's Chair, Indigo",48.712,1,0.071428571,0.2,5.4801,1,2014,3,Mar,48.712,Low Price,0.1125,Low Profit,0.1125,Q1,2014 Q1
CA-2015-122406,8/2/2015,8/5/2015,Second Class,Brad Eason,Home Office,Providence,Rhode Island,East,FUR-CH-10001973,Chairs,Office Star Flex Back Scooter Chair with White Frame,110.98,1,0.071428571,0,15.5372,3,2015,8,Aug,110.98,Medium Price,0.14,Low Profit,0.14,Q3,2015 Q3
US-2016-153815,11/6/2016,11/9/2016,First Class,Kelly Lampkin,Corporate,Jacksonville,Florida,South,FUR-CH-10000513,Chairs,High-Back Leather Manager's Chair,207.984,2,0.142857143,0.2,-28.5978,3,2016,11,Nov,103.992,Medium Price,-0.1375,Loss,-0.06875,Q4,2016 Q4
US-2016-153815,11/6/2016,11/9/2016,First Class,Kelly Lampkin,Corporate,Jacksonville,Florida,South,FUR-FU-10004090,Furnishings,"Executive Impressions 14"" Contract Wall Clock",35.568,2,0.142857143,0.2,5.7798,3,2016,11,Nov,17.784,Low Price,0.1625,Low Profit,0.08125,Q4,2016 Q4
CA-2016-149279,4/24/2016,4/28/2016,Standard Class,Craig Leslie,Home Office,Colorado Springs,Colorado,West,FUR-CH-10004287,Chairs,SAFCO Arco Folding Chair,1325.76,6,0.428571429,0.2,149.148,4,2016,4,Apr,220.96,High Price,0.1125,Low Profit,0.01875,Q2,2016 Q2
CA-2015-153038,12/18/2015,12/25/2015,Standard Class,Robert Barroso,Corporate,Memphis,Tennessee,South,FUR-FU-10000221,Furnishings,"Master Caster Door Stop, Brown",20.32,5,0.357142857,0.2,3.556,7,2015,12,Dec,4.064,Low Price,0.175,Low Profit,0.035,Q4,2015 Q4
US-2017-139647,5/11/2017,5/13/2017,First Class,Todd Sumrall,Corporate,Phoenix,Arizona,West,FUR-BO-10004467,Bookcases,Bestar Classic Bookcase,209.979,7,0.5,0.7,-356.9643,2,2017,5,May,29.997,Low Price,-1.7,Loss,-0.242857143,Q2,2017 Q2
CA-2014-153850,11/24/2014,11/29/2014,Standard Class,Thea Hendricks,Consumer,Toledo,Ohio,East,FUR-FU-10002960,Furnishings,"Eldon 200 Class Desk Accessories, Burgundy",35.168,7,0.5,0.2,9.6712,5,2014,11,Nov,5.024,Low Price,0.275,Medium Profit,0.039285714,Q4,2014 Q4
CA-2014-127558,11/15/2014,11/18/2014,First Class,Shahid Shariari,Consumer,Los Angeles,California,West,FUR-FU-10002505,Furnishings,Eldon 100 Class Desk Accessories,10.11,3,0.214285714,0,3.2352,3,2014,11,Nov,3.37,Low Price,0.32,Medium Profit,0.106666667,Q4,2014 Q4
CA-2016-133795,12/18/2016,12/24/2016,Standard Class,Jeremy Ellison,Consumer,San Diego,California,West,FUR-FU-10003731,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Oak",39.92,4,0.285714286,0,11.1776,6,2016,12,Dec,9.98,Low Price,0.28,Medium Profit,0.07,Q4,2016 Q4
US-2017-130953,7/29/2017,8/3/2017,Standard Class,Roland Fjeld,Consumer,Oklahoma City,Oklahoma,Central,FUR-CH-10004626,Chairs,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,302.67,3,0.214285714,0,72.6408,5,2017,7,Jul,100.89,Medium Price,0.24,Medium Profit,0.08,Q3,2017 Q3
CA-2016-155166,12/26/2016,1/2/2017,Standard Class,Brenda Bowman,Corporate,Vineland,New Jersey,East,FUR-CH-10003968,Chairs,Novimex Turbo Task Chair,212.94,3,0.214285714,0,25.5528,7,2016,12,Dec,70.98,Low Price,0.12,Low Profit,0.04,Q4,2016 Q4
CA-2015-103954,8/9/2015,8/13/2015,Second Class,Hallie Redmond,Home Office,Milwaukee,Wisconsin,Central,FUR-BO-10004690,Bookcases,O'Sullivan Cherrywood Estates Traditional Barrister Bookcase,687.4,5,0.357142857,0,48.118,4,2015,8,Aug,137.48,Medium Price,0.07,Low Profit,0.014,Q3,2015 Q3
CA-2014-169803,4/6/2014,4/12/2014,Standard Class,Scott Cohen,Corporate,Seattle,Washington,West,FUR-TA-10000688,Tables,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",653.55,3,0.214285714,0,111.1035,6,2014,4,Apr,217.85,High Price,0.17,Low Profit,0.056666667,Q2,2014 Q2
CA-2015-136469,7/11/2015,7/12/2015,First Class,Todd Sumrall,Corporate,Wilmington,Delaware,East,FUR-TA-10001520,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",199.836,4,0.285714286,0.3,-37.1124,1,2015,7,Jul,49.959,Low Price,-0.185714286,Loss,-0.046428571,Q3,2015 Q3
CA-2016-158694,11/10/2016,11/13/2016,Second Class,Arianne Irving,Consumer,Los Angeles,California,West,FUR-FU-10000965,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",467.46,9,0.642857143,0,191.6586,3,2016,11,Nov,51.94,Low Price,0.41,Medium Profit,0.045555556,Q4,2016 Q4
CA-2015-141243,1/3/2015,1/8/2015,Second Class,Amy Hunt,Consumer,Dallas,Texas,Central,FUR-BO-10003272,Bookcases,O'Sullivan Living Dimensions 5-Shelf Bookcases,1352.3976,9,0.642857143,0.32,-437.5404,5,2015,1,Jan,150.2664,Medium Price,-0.323529412,Loss,-0.035947712,Q1,2015 Q1
CA-2015-136798,5/8/2015,5/12/2015,Standard Class,Daniel Lacy,Consumer,Minneapolis,Minnesota,Central,FUR-FU-10000723,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",123.96,3,0.214285714,0,11.1564,4,2015,5,May,41.32,Low Price,0.09,Low Profit,0.03,Q2,2015 Q2
CA-2017-142090,11/30/2017,12/7/2017,Standard Class,Shahid Collister,Consumer,Burlington,North Carolina,South,FUR-TA-10001889,Tables,Bush Advantage Collection Racetrack Conference Table,1781.682,7,0.5,0.4,-653.2834,7,2017,11,Nov,254.526,High Price,-0.366666667,Loss,-0.052380952,Q4,2017 Q4
CA-2014-124478,8/8/2014,8/12/2014,Standard Class,Matt Abelman,Home Office,Trenton,Michigan,Central,FUR-FU-10002088,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,53.88,6,0.428571429,0,22.6296,4,2014,8,Aug,8.98,Low Price,0.42,Medium Profit,0.07,Q3,2014 Q3
CA-2014-134572,4/20/2014,4/22/2014,Second Class,Seth Vernon,Consumer,Houston,Texas,Central,FUR-TA-10001705,Tables,Bush Advantage Collection Round Conference Table,744.1,5,0.357142857,0.3,-95.67,2,2014,4,Apr,148.82,Medium Price,-0.128571429,Loss,-0.025714286,Q2,2014 Q2
CA-2014-134572,4/20/2014,4/22/2014,Second Class,Seth Vernon,Consumer,Houston,Texas,Central,FUR-TA-10004442,Tables,Riverside Furniture Stanwyck Manor Table Series,401.59,2,0.142857143,0.3,-131.951,2,2014,4,Apr,200.795,High Price,-0.328571429,Loss,-0.164285714,Q2,2014 Q2
US-2017-133312,11/25/2017,11/29/2017,Standard Class,Bradley Drucker,Consumer,San Francisco,California,West,FUR-BO-10002213,Bookcases,"Sauder Forest Hills Library, Woodland Oak Finish",359.499,3,0.214285714,0.15,-29.6058,4,2017,11,Nov,119.833,Medium Price,-0.082352941,Loss,-0.02745098,Q4,2017 Q4
US-2014-140452,12/6/2014,12/10/2014,Standard Class,Berenike Kampe,Consumer,Chicago,Illinois,Central,FUR-TA-10004086,Tables,KI Adjustable-Height Table,214.95,5,0.357142857,0.5,-120.372,4,2014,12,Dec,42.99,Low Price,-0.56,Loss,-0.112,Q4,2014 Q4
US-2014-140452,12/6/2014,12/10/2014,Standard Class,Berenike Kampe,Consumer,Chicago,Illinois,Central,FUR-FU-10002088,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,10.776,3,0.214285714,0.6,-4.8492,4,2014,12,Dec,3.592,Low Price,-0.45,Loss,-0.15,Q4,2014 Q4
CA-2014-116568,12/14/2014,12/20/2014,Standard Class,Bryan Mills,Consumer,Deltona,Florida,South,FUR-CH-10002439,Chairs,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",186.304,4,0.285714286,0.2,13.9728,6,2014,12,Dec,46.576,Low Price,0.075,Low Profit,0.01875,Q4,2014 Q4
CA-2015-153073,11/13/2015,11/13/2015,Same Day,Helen Abelman,Consumer,Chicago,Illinois,Central,FUR-FU-10001025,Furnishings,"Eldon Imge Series Desk Accessories, Clear",17.496,9,0.642857143,0.6,-7.4358,0,2015,11,Nov,1.944,Low Price,-0.425,Loss,-0.047222222,Q4,2015 Q4
CA-2014-160766,9/14/2014,9/14/2014,Same Day,Darrin Martin,Consumer,New York City,New York,East,FUR-TA-10001039,Tables,KI Adjustable-Height Table,464.292,9,0.642857143,0.4,-108.3348,0,2014,9,Sep,51.588,Low Price,-0.233333333,Loss,-0.025925926,Q3,2014 Q3
CA-2017-146626,12/29/2017,1/5/2018,Standard Class,Ben Peterman,Corporate,Anaheim,California,West,FUR-FU-10002501,Furnishings,Nu-Dell Executive Frame,101.12,8,0.571428571,0,37.4144,7,2017,12,Dec,12.64,Low Price,0.37,Medium Profit,0.04625,Q4,2017 Q4
CA-2016-128972,11/13/2016,11/17/2016,Standard Class,Tom Stivers,Corporate,Oklahoma City,Oklahoma,Central,FUR-FU-10003096,Furnishings,"Master Giant Foot Doorstop, Safety Yellow",30.36,4,0.285714286,0,13.0548,4,2016,11,Nov,7.59,Low Price,0.43,Medium Profit,0.1075,Q4,2016 Q4
CA-2016-111213,4/1/2016,4/5/2016,Standard Class,Frank Preis,Consumer,New York City,New York,East,FUR-CH-10000454,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",1317.492,6,0.428571429,0.1,292.776,4,2016,4,Apr,219.582,High Price,0.222222222,Medium Profit,0.037037037,Q2,2016 Q2
CA-2017-161333,2/2/2017,2/7/2017,Standard Class,John Lee,Consumer,Los Angeles,California,West,FUR-FU-10003039,Furnishings,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",86.26,2,0.142857143,0,29.3284,5,2017,2,Feb,43.13,Low Price,0.34,Medium Profit,0.17,Q1,2017 Q1
CA-2017-128734,12/24/2017,12/31/2017,Standard Class,James Lanier,Home Office,Chandler,Arizona,West,FUR-FU-10001731,Furnishings,Acrylic Self-Standing Desk Frames,8.544,4,0.285714286,0.2,1.9224,7,2017,12,Dec,2.136,Low Price,0.225,Medium Profit,0.05625,Q4,2017 Q4
CA-2017-128734,12/24/2017,12/31/2017,Standard Class,James Lanier,Home Office,Chandler,Arizona,West,FUR-CH-10001394,Chairs,Global Leather Executive Chair,842.376,3,0.214285714,0.2,105.297,7,2017,12,Dec,280.792,High Price,0.125,Low Profit,0.041666667,Q4,2017 Q4
US-2015-124219,8/7/2015,8/8/2015,First Class,Kelly Williams,Consumer,Kirkwood,Missouri,Central,FUR-FU-10000305,Furnishings,"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""",212.94,3,0.214285714,0,34.0704,1,2015,8,Aug,70.98,Low Price,0.16,Low Profit,0.053333333,Q3,2015 Q3
CA-2017-163006,6/30/2017,7/4/2017,Second Class,Gary Hansen,Home Office,Chicago,Illinois,Central,FUR-CH-10000229,Chairs,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,569.058,3,0.214285714,0.3,-178.8468,4,2017,6,Jun,189.686,Medium Price,-0.314285714,Loss,-0.104761905,Q2,2017 Q2
CA-2017-163006,6/30/2017,7/4/2017,Second Class,Gary Hansen,Home Office,Chicago,Illinois,Central,FUR-FU-10003799,Furnishings,"Seth Thomas 13 1/2"" Wall Clock",14.224,2,0.142857143,0.6,-10.3124,4,2017,6,Jun,7.112,Low Price,-0.725,Loss,-0.3625,Q2,2017 Q2
CA-2014-111192,7/30/2014,8/5/2014,Standard Class,Tom Stivers,Corporate,Seattle,Washington,West,FUR-BO-10002916,Bookcases,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",1367.84,8,0.571428571,0,259.8896,6,2014,7,Jul,170.98,Medium Price,0.19,Low Profit,0.02375,Q3,2014 Q3
CA-2016-115378,11/18/2016,11/23/2016,Second Class,Ashley Jarboe,Consumer,Taylor,Michigan,Central,FUR-CH-10000863,Chairs,Novimex Swivel Fabric Task Chair,301.96,2,0.142857143,0,33.2156,5,2016,11,Nov,150.98,Medium Price,0.11,Low Profit,0.055,Q4,2016 Q4
CA-2015-161627,7/6/2015,7/11/2015,Standard Class,Sarah Jordon,Consumer,Pasadena,California,West,FUR-CH-10003968,Chairs,Novimex Turbo Task Chair,170.352,3,0.214285714,0.2,-17.0352,5,2015,7,Jul,56.784,Low Price,-0.1,Loss,-0.033333333,Q3,2015 Q3
CA-2014-121006,11/10/2014,11/16/2014,Standard Class,Sam Craven,Consumer,Midland,Michigan,Central,FUR-CH-10004997,Chairs,Hon Every-Day Series Multi-Task Chairs,563.94,3,0.214285714,0,112.788,6,2014,11,Nov,187.98,Medium Price,0.2,Low Profit,0.066666667,Q4,2014 Q4
CA-2016-122903,5/27/2016,5/29/2016,Second Class,Laura Armstrong,Corporate,Detroit,Michigan,Central,FUR-CH-10002024,Chairs,HON 5400 Series Task Chairs for Big and Tall,3504.9,5,0.357142857,0,700.98,2,2016,5,May,700.98,High Price,0.2,Low Profit,0.04,Q2,2016 Q2
CA-2017-106432,10/19/2017,10/24/2017,Standard Class,Christina Anderson,Consumer,Waco,Texas,Central,FUR-BO-10004360,Bookcases,Rush Hierlooms Collection Rich Wood Bookcases,328.3992,3,0.214285714,0.32,-91.7586,5,2017,10,Oct,109.4664,Medium Price,-0.279411765,Loss,-0.093137255,Q4,2017 Q4
US-2015-120502,4/13/2015,4/19/2015,Standard Class,Bill Tyler,Corporate,Los Angeles,California,West,FUR-FU-10004973,Furnishings,Flat Face Poster Frame,37.68,2,0.142857143,0,15.8256,6,2015,4,Apr,18.84,Low Price,0.42,Medium Profit,0.21,Q2,2015 Q2
CA-2015-115567,9/13/2015,9/18/2015,Standard Class,Zuschuss Carroll,Consumer,Columbus,Indiana,Central,FUR-CH-10000015,Chairs,Hon Multipurpose Stacking Arm Chairs,1516.2,7,0.5,0,394.212,5,2015,9,Sep,216.6,High Price,0.26,Medium Profit,0.037142857,Q3,2015 Q3
CA-2014-101560,11/28/2014,12/1/2014,Second Class,Chris Selesnick,Corporate,Columbia,South Carolina,South,FUR-FU-10003773,Furnishings,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,397.6,5,0.357142857,0,43.736,3,2014,11,Nov,79.52,Low Price,0.11,Low Profit,0.022,Q4,2014 Q4
